Rk,Team,Date,SCA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
182,Athletic Club,2025-02-08,37,,Girona,es La Liga,W 3-0,3,0,+3,45,2,1,1,0,37,20,5,5,4,2,1,Match Report
183,Gladbach,2024-10-19,37,,Heidenheim,de Bundesliga,W 3-2,3,2,+1,66,2,1,1,0,37,30,1,1,2,2,1,Match Report
184,Tottenham,2024-10-19,37,,West Ham,eng Premier League,W 4-1,4,1,+3,57,3,0,0,0,37,33,2,1,0,1,0,Match Report
185,Fiorentina,2025-01-19,37,,Torino,it Serie A,D 1-1,1,1,0,53,1,0,0,0,37,29,2,1,3,1,1,Match Report
186,Crystal Palace,2024-09-14,37,,Leicester City,eng Premier League,D 2-2,2,2,0,66,1,1,1,0,37,29,2,1,3,2,0,Match Report
187,Wolfsburg,2025-01-24,37,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,69,2,0,0,0,37,29,2,2,3,0,1,Match Report
188,Wolfsburg,2024-12-13,37,@,Freiburg,de Bundesliga,L 2-3,2,3,-1,47,2,0,0,0,37,22,6,1,4,2,2,Match Report
189,Real Madrid,2025-02-01,37,@,Espanyol,es La Liga,L 0-1,0,1,-1,76,0,0,0,0,37,26,3,2,4,2,0,Match Report
190,Real Madrid,2025-01-25,37,@,Valladolid,es La Liga,W 3-0,3,0,+3,68,2,1,1,0,37,29,1,1,4,2,0,Match Report
191,Marseille,2025-02-02,37,,Lyon,fr Ligue 1,W 3-2,3,2,+1,63,3,0,0,0,37,31,2,2,2,0,0,Match Report
192,Marseille,2024-10-20,37,@,Montpellier,fr Ligue 1,W 5-0,5,0,+5,65,5,0,0,0,37,28,1,3,4,0,1,Match Report
193,Lazio,2024-09-22,37,@,Fiorentina,it Serie A,L 1-2,1,2,-1,54,1,0,0,0,37,24,6,0,4,3,0,Match Report
194,Aston Villa,2024-12-30,37,,Brighton,eng Premier League,D 2-2,2,2,0,59,1,1,1,0,37,26,3,6,1,1,0,Match Report
195,Aston Villa,2024-12-04,37,,Brentford,eng Premier League,W 3-1,3,1,+2,49,2,1,1,0,37,27,5,0,3,2,0,Match Report
196,Rayo Vallecano,2025-03-01,37,,Sevilla,es La Liga,D 1-1,1,1,0,64,1,0,0,0,37,31,4,0,2,0,0,Match Report
197,Mainz 05,2024-10-25,37,,Gladbach,de Bundesliga,D 1-1,1,1,0,52,0,0,0,0,37,26,5,1,3,2,0,Match Report
198,RB Leipzig,2025-03-29,37,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,60,0,0,0,0,37,30,4,0,0,3,0,Match Report
199,Leverkusen,2025-01-14,37,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,66,1,0,0,0,37,29,0,3,4,1,0,Match Report
200,Leverkusen,2024-09-14,37,@,Hoffenheim,de Bundesliga,W 4-1,4,1,+3,60,3,1,1,0,37,24,3,3,5,2,0,Match Report
201,Brentford,2024-08-31,37,,Southampton,eng Premier League,W 3-1,3,1,+2,37,3,0,0,0,37,29,2,2,2,1,1,Match Report
202,Roma,2024-12-22,37,,Parma,it Serie A,W 5-0,5,0,+5,59,3,2,2,0,37,30,1,1,2,3,0,Match Report
203,Chelsea,2024-12-30,37,@,Ipswich Town,eng Premier League,L 0-2,0,2,-2,76,0,0,0,0,37,31,1,0,3,0,2,Match Report
204,Milan,2024-12-29,37,,Roma,it Serie A,D 1-1,1,1,0,46,1,0,0,0,37,25,5,3,2,2,0,Match Report
205,Paris S-G,2025-04-05,37,,Angers,fr Ligue 1,W 1-0,1,0,+1,81,1,0,0,0,37,30,0,1,2,0,4,Match Report
206,Paris S-G,2025-03-29,37,@,Saint-Étienne,fr Ligue 1,W 6-1,6,1,+5,53,5,1,1,0,37,29,2,3,1,1,1,Match Report
207,Paris S-G,2025-03-08,37,@,Rennes,fr Ligue 1,W 4-1,4,1,+3,68,4,0,0,0,37,32,0,1,1,0,3,Match Report
208,Paris S-G,2025-02-15,37,@,Toulouse,fr Ligue 1,W 1-0,1,0,+1,76,1,0,0,0,37,30,1,1,3,2,0,Match Report
209,Nott'ham Forest,2025-04-05,37,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,37,32,2,0,0,1,2,Match Report
210,Nott'ham Forest,2024-08-24,37,@,Southampton,eng Premier League,W 1-0,1,0,+1,36,1,0,0,0,37,27,2,2,6,0,0,Match Report
211,Celta Vigo,2025-03-31,37,,Las Palmas,es La Liga,D 1-1,1,1,0,61,1,0,0,0,37,32,2,2,1,0,0,Match Report
212,Monaco,2024-09-28,37,,Montpellier,fr Ligue 1,W 2-1,2,1,+1,65,2,0,0,0,37,25,3,2,5,2,0,Match Report
213,Monaco,2024-08-24,37,@,Lyon,fr Ligue 1,W 2-0,2,0,+2,60,2,0,0,0,37,30,3,2,2,0,0,Match Report
214,Las Palmas,2025-02-08,36,,Villarreal,es La Liga,L 1-2,1,2,-1,56,1,0,0,0,36,27,2,0,3,2,2,Match Report
215,Hoffenheim,2024-12-21,36,,Gladbach,de Bundesliga,L 1-2,1,2,-1,65,0,1,1,0,36,32,2,0,1,1,0,Match Report
216,Hoffenheim,2024-11-23,36,,RB Leipzig,de Bundesliga,W 4-3,4,3,+1,59,4,0,0,0,36,25,4,4,2,1,0,Match Report
217,Bayern Munich,2024-10-27,36,@,Bochum,de Bundesliga,W 5-0,5,0,+5,72,5,0,0,0,36,26,4,3,0,2,1,Match Report
218,Nice,2025-03-14,36,,Auxerre,fr Ligue 1,D 1-1,1,1,0,51,1,0,0,0,36,27,2,1,5,1,0,Match Report
219,Arsenal,2025-02-22,36,,West Ham,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,36,26,2,0,4,3,1,Match Report
220,Bologna,2024-10-06,36,,Parma,it Serie A,D 0-0,0,0,0,71,0,0,0,0,36,27,5,3,0,0,1,Match Report
221,Barcelona,2024-12-21,36,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,36,31,2,1,1,1,0,Match Report
222,Montpellier,2024-12-15,36,,Nice,fr Ligue 1,D 2-2,2,2,0,52,2,0,0,0,36,26,4,2,2,1,1,Match Report
223,Como,2024-09-01,36,@,Udinese,it Serie A,L 0-1,0,1,-1,56,0,0,1,1,36,23,4,1,5,1,2,Match Report
224,Athletic Club,2024-10-28,36,@,Mallorca,es La Liga,D 0-0,0,0,0,67,0,0,0,0,36,30,2,2,2,0,0,Match Report
225,Bournemouth,2024-12-08,36,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,56,2,0,0,0,36,26,2,2,3,0,3,Match Report
226,Real Madrid,2025-04-05,36,,Valencia,es La Liga,L 1-2,1,2,-1,65,1,0,1,1,36,28,4,1,2,1,0,Match Report
227,St. Pauli,2024-10-05,36,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,36,24,6,1,3,2,0,Match Report
228,Marseille,2024-12-08,36,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,68,2,0,1,1,36,24,2,3,3,2,2,Match Report
229,Marseille,2024-08-25,36,,Reims,fr Ligue 1,D 2-2,2,2,0,66,2,0,0,0,36,28,1,1,5,1,0,Match Report
230,Auxerre,2024-10-27,36,@,Lyon,fr Ligue 1,D 2-2,2,2,0,38,2,0,0,0,36,25,3,1,5,1,1,Match Report
231,Werder Bremen,2024-11-30,36,,Stuttgart,de Bundesliga,D 2-2,2,2,0,43,2,0,0,0,36,20,8,1,3,3,1,Match Report
232,Lazio,2024-11-04,36,,Cagliari,it Serie A,W 2-1,2,1,+1,54,1,1,1,0,36,22,3,1,4,4,2,Match Report
233,Getafe,2024-10-20,36,@,Villarreal,es La Liga,D 1-1,1,1,0,44,0,1,1,0,36,25,3,2,3,2,1,Match Report
234,West Ham,2024-12-09,36,,Wolves,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,36,23,7,2,0,3,1,Match Report
235,West Ham,2024-10-05,36,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,52,4,0,0,0,36,27,1,1,4,1,2,Match Report
236,Alavés,2024-09-14,36,@,Espanyol,es La Liga,L 2-3,2,3,-1,61,2,0,0,0,36,22,5,1,3,4,1,Match Report
237,Leicester City,2025-01-15,36,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,36,26,2,3,3,1,1,Match Report
238,Dortmund,2024-10-18,36,,St. Pauli,de Bundesliga,W 2-1,2,1,+1,74,2,0,0,0,36,26,2,4,4,0,0,Match Report
239,Dortmund,2024-08-24,36,,Eint Frankfurt,de Bundesliga,W 2-0,2,0,+2,69,2,0,0,0,36,26,4,2,3,0,1,Match Report
240,Newcastle Utd,2024-12-26,36,,Aston Villa,eng Premier League,W 3-0,3,0,+3,62,3,0,0,0,36,27,1,2,2,2,2,Match Report
241,Rennes,2024-08-18,36,,Lyon,fr Ligue 1,W 3-0,3,0,+3,47,3,0,0,0,36,22,6,2,2,2,2,Match Report
242,Brighton,2024-11-29,36,,Southampton,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,36,24,4,2,2,3,1,Match Report
243,Valencia,2024-08-31,36,,Villarreal,es La Liga,D 1-1,1,1,0,58,1,0,0,0,36,26,4,1,5,0,0,Match Report
244,Paris S-G,2024-10-06,36,@,Nice,fr Ligue 1,D 1-1,1,1,0,71,0,0,0,0,36,28,3,2,1,1,1,Match Report
245,Real Sociedad,2024-10-27,36,,Osasuna,es La Liga,L 0-2,0,2,-2,74,0,0,0,0,36,28,3,1,1,3,0,Match Report
246,Nott'ham Forest,2024-10-21,36,,Crystal Palace,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,36,24,3,3,5,0,1,Match Report
247,Parma,2024-12-15,36,,Hellas Verona,it Serie A,L 2-3,2,3,-1,56,2,0,0,0,36,28,2,4,1,0,1,Match Report
248,Parma,2024-09-30,36,,Cagliari,it Serie A,L 2-3,2,3,-1,60,1,1,1,0,36,31,1,2,0,2,0,Match Report
249,Eint Frankfurt,2025-03-29,36,,Stuttgart,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,36,26,3,2,3,1,1,Match Report
250,Eint Frankfurt,2024-09-29,36,@,Holstein Kiel,de Bundesliga,W 4-2,4,2,+2,53,4,0,0,0,36,23,3,2,5,2,1,Match Report
251,Celta Vigo,2024-08-26,36,@,Villarreal,es La Liga,L 3-4,3,4,-1,55,3,0,0,0,36,22,2,4,7,1,0,Match Report
252,Betis,2024-09-29,36,,Espanyol,es La Liga,W 1-0,1,0,+1,53,1,0,1,1,36,25,3,1,5,2,0,Match Report
253,Lens,2025-01-31,36,@,Montpellier,fr Ligue 1,W 2-0,2,0,+2,51,2,0,0,0,36,28,1,4,2,1,0,Match Report
254,Fulham,2024-09-21,36,,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,36,24,4,1,5,1,1,Match Report
255,Bayern Munich,2025-04-04,35,@,Augsburg,de Bundesliga,W 3-1,3,1,+2,69,2,0,0,0,35,26,4,2,1,2,0,Match Report
256,Bayern Munich,2024-12-07,35,,Heidenheim,de Bundesliga,W 4-2,4,2,+2,82,4,0,0,0,35,28,2,2,3,0,0,Match Report
257,Arsenal,2024-08-17,35,,Wolves,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,35,29,3,1,2,0,0,Match Report
258,Manchester Utd,2024-10-27,35,@,West Ham,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,35,28,1,3,1,2,0,Match Report
259,Villarreal,2024-10-26,35,@,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,35,26,3,1,4,1,0,Match Report
260,Tottenham,2024-09-01,35,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,65,0,0,0,0,35,24,2,1,5,3,0,Match Report
261,Fiorentina,2024-09-01,35,,Monza,it Serie A,D 2-2,2,2,0,68,2,0,0,0,35,22,6,3,2,2,0,Match Report
262,Crystal Palace,2025-03-08,35,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,35,27,2,3,2,1,0,Match Report
263,Bournemouth,2024-12-05,35,,Tottenham,eng Premier League,W 1-0,1,0,+1,35,1,0,0,0,35,29,1,2,2,0,1,Match Report
264,Bournemouth,2024-10-05,35,@,Leicester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,35,26,4,0,4,1,0,Match Report
265,Stuttgart,2024-10-06,35,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,67,1,0,1,1,35,24,3,3,5,0,0,Match Report
266,Reims,2024-09-29,35,@,Angers,fr Ligue 1,W 3-1,3,1,+2,47,3,0,0,0,35,28,1,0,3,1,2,Match Report
267,Liverpool,2025-01-05,35,,Manchester Utd,eng Premier League,D 2-2,2,2,0,53,1,1,1,0,35,23,2,5,4,1,0,Match Report
268,Liverpool,2024-08-25,35,,Brentford,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,35,26,2,2,4,1,0,Match Report
269,Leicester City,2024-10-19,35,@,Southampton,eng Premier League,W 3-2,3,2,+1,58,2,1,1,0,35,22,5,3,2,3,0,Match Report
270,Sevilla,2024-09-24,35,,Valladolid,es La Liga,W 2-1,2,1,+1,54,1,0,0,0,35,22,2,3,5,2,1,Match Report
271,Dortmund,2024-11-02,35,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,57,2,0,0,0,35,21,3,3,5,2,1,Match Report
272,Rennes,2025-02-08,35,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,47,2,0,0,0,35,27,0,3,4,1,0,Match Report
273,Bochum,2025-02-01,35,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,35,25,2,0,4,0,4,Match Report
274,Ipswich Town,2024-12-08,35,,Bournemouth,eng Premier League,L 1-2,1,2,-1,44,1,0,0,0,35,26,4,2,1,1,1,Match Report
275,Leverkusen,2024-11-01,35,,Stuttgart,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,35,25,7,1,1,1,0,Match Report
276,Lille,2024-09-28,35,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,62,3,0,1,1,35,31,1,1,1,1,0,Match Report
277,Brentford,2025-02-02,35,,Tottenham,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,35,28,1,3,1,2,0,Match Report
278,Brentford,2025-01-14,35,,Manchester City,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,35,31,1,1,1,1,0,Match Report
279,Brentford,2025-01-04,35,@,Southampton,eng Premier League,W 5-0,5,0,+5,50,4,1,1,0,35,25,2,2,2,2,2,Match Report
280,Chelsea,2025-03-09,35,,Leicester City,eng Premier League,W 1-0,1,0,+1,56,1,0,1,1,35,25,3,1,5,1,0,Match Report
281,Inter,2025-02-22,35,,Genoa,it Serie A,W 1-0,1,0,+1,62,1,0,0,0,35,28,4,2,1,0,0,Match Report
282,Inter,2024-12-28,35,@,Cagliari,it Serie A,W 3-0,3,0,+3,65,2,1,1,0,35,23,4,1,5,2,0,Match Report
283,Inter,2024-12-06,35,,Parma,it Serie A,W 3-1,3,1,+2,57,3,0,0,0,35,28,4,0,1,1,1,Match Report
284,Nantes,2024-11-24,35,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,70,0,0,0,0,35,28,2,0,2,3,0,Match Report
285,Atlético Madrid,2025-01-25,35,,Villarreal,es La Liga,D 1-1,1,1,0,59,1,0,0,0,35,29,1,1,2,1,1,Match Report
286,Milan,2024-11-30,35,,Empoli,it Serie A,W 3-0,3,0,+3,55,3,0,0,0,35,28,1,3,1,0,2,Match Report
287,Betis,2024-08-15,35,,Girona,es La Liga,D 1-1,1,1,0,39,1,0,0,0,35,27,2,1,3,0,2,Match Report
288,Lens,2024-08-25,35,,Brest,fr Ligue 1,W 2-0,2,0,+2,52,1,0,0,0,35,24,3,2,4,2,0,Match Report
289,Fulham,2024-09-14,35,,West Ham,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,35,24,2,0,5,3,1,Match Report
290,Lecce,2025-02-16,35,@,Monza,it Serie A,D 0-0,0,0,0,44,0,0,0,0,35,29,1,1,1,3,0,Match Report
291,Lecce,2024-08-19,35,,Atalanta,it Serie A,L 0-4,0,4,-4,48,0,0,0,0,35,25,4,1,2,2,1,Match Report
292,Osasuna,2025-02-21,34,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,34,25,4,2,2,1,0,Match Report
293,Osasuna,2024-10-19,34,,Betis,es La Liga,L 1-2,1,2,-1,55,1,0,0,0,34,21,4,4,2,2,1,Match Report
294,Udinese,2024-09-16,34,@,Parma,it Serie A,W 3-2,3,2,+1,53,3,0,0,0,34,29,1,0,3,0,1,Match Report
295,Bayern Munich,2024-09-28,34,,Leverkusen,de Bundesliga,D 1-1,1,1,0,69,1,0,0,0,34,23,5,2,1,3,0,Match Report
296,Hellas Verona,2024-10-04,34,,Venezia,it Serie A,W 2-1,2,1,+1,51,1,0,0,0,34,22,6,1,4,0,1,Match Report
297,Heidenheim,2024-10-19,34,@,Gladbach,de Bundesliga,L 2-3,2,3,-1,34,1,1,1,0,34,21,3,0,7,3,0,Match Report
298,Como,2024-10-25,34,@,Torino,it Serie A,L 0-1,0,1,-1,68,0,0,0,0,34,26,2,1,5,0,0,Match Report
299,Villarreal,2024-12-22,34,@,Leganés,es La Liga,W 5-2,5,2,+3,64,3,2,2,0,34,26,1,1,3,3,0,Match Report
300,Southampton,2024-08-31,34,@,Brentford,eng Premier League,L 1-3,1,3,-2,63,1,0,0,0,34,25,3,3,1,1,1,Match Report
301,Southampton,2024-08-17,34,@,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,77,0,0,0,0,34,28,0,0,4,2,0,Match Report
302,Fiorentina,2024-10-27,34,,Roma,it Serie A,W 5-1,5,1,+4,39,3,1,1,0,34,24,2,4,2,2,0,Match Report
303,Crystal Palace,2025-02-25,34,,Aston Villa,eng Premier League,W 4-1,4,1,+3,36,4,0,0,0,34,26,1,1,4,1,1,Match Report
304,Bournemouth,2024-11-23,34,,Brighton,eng Premier League,L 1-2,1,2,-1,55,1,0,0,0,34,29,3,1,1,0,0,Match Report
305,Real Madrid,2024-11-09,34,,Osasuna,es La Liga,W 4-0,4,0,+4,68,4,0,0,0,34,23,3,4,1,2,1,Match Report
306,Marseille,2025-01-26,34,@,Nice,fr Ligue 1,L 0-2,0,2,-2,71,0,0,0,0,34,23,6,0,4,1,0,Match Report
307,Marseille,2024-11-08,34,,Auxerre,fr Ligue 1,L 1-3,1,3,-2,74,0,1,1,0,34,25,5,1,1,1,1,Match Report
308,Angers,2025-01-12,34,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,34,24,1,0,6,0,3,Match Report
309,Union Berlin,2025-02-01,34,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,34,32,0,0,1,1,0,Match Report
310,Atalanta,2024-10-26,34,,Hellas Verona,it Serie A,W 6-1,6,1,+5,69,6,0,0,0,34,30,1,1,2,0,0,Match Report
311,Rayo Vallecano,2025-02-07,34,,Valladolid,es La Liga,W 1-0,1,0,+1,69,1,0,0,0,34,28,0,3,2,1,0,Match Report
312,Rayo Vallecano,2024-12-18,34,@,Villarreal,es La Liga,D 1-1,1,1,0,55,1,0,0,0,34,25,5,1,2,1,0,Match Report
313,Sevilla,2025-02-24,34,,Mallorca,es La Liga,D 1-1,1,1,0,53,1,0,0,0,34,20,4,2,4,3,1,Match Report
314,Dortmund,2025-04-05,34,@,Freiburg,de Bundesliga,W 4-1,4,1,+3,46,4,0,0,0,34,25,3,3,3,0,0,Match Report
315,Rennes,2025-04-06,34,,Auxerre,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,34,24,5,3,1,1,0,Match Report
316,Rennes,2024-10-25,34,,Le Havre,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,34,24,5,1,4,0,0,Match Report
317,Manchester City,2024-11-02,34,@,Bournemouth,eng Premier League,L 1-2,1,2,-1,64,1,0,0,0,34,31,0,1,1,1,0,Match Report
318,Cagliari,2025-01-19,34,,Lecce,it Serie A,W 4-1,4,1,+3,50,4,0,0,0,34,21,6,1,5,1,0,Match Report
319,Lille,2025-03-08,34,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,76,1,0,0,0,34,23,4,3,3,1,0,Match Report
320,Lille,2024-08-17,34,@,Reims,fr Ligue 1,W 2-0,2,0,+2,68,2,0,0,0,34,25,2,1,4,2,0,Match Report
321,Brighton,2024-09-14,34,,Ipswich Town,eng Premier League,D 0-0,0,0,0,68,0,0,0,0,34,20,1,4,5,3,1,Match Report
322,Saint-Étienne,2025-02-22,34,,Angers,fr Ligue 1,D 3-3,3,3,0,61,3,0,0,0,34,26,2,3,3,0,0,Match Report
323,Lyon,2024-08-30,34,,Strasbourg,fr Ligue 1,W 4-3,4,3,+1,48,4,0,0,0,34,28,1,1,4,0,0,Match Report
324,Inter,2025-04-05,34,@,Parma,it Serie A,D 2-2,2,2,0,63,2,0,0,0,34,27,3,0,3,1,0,Match Report
325,Inter,2024-11-03,34,,Venezia,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,34,26,3,1,1,2,1,Match Report
326,Juventus,2024-10-06,34,,Cagliari,it Serie A,D 1-1,1,1,0,73,0,1,1,0,34,26,3,2,3,0,0,Match Report
327,Paris S-G,2024-10-27,34,@,Marseille,fr Ligue 1,W 3-0,3,0,+3,74,2,0,0,0,34,31,0,0,2,1,0,Match Report
328,Nott'ham Forest,2024-11-02,34,,West Ham,eng Premier League,W 3-0,3,0,+3,54,3,0,0,0,34,22,5,2,2,2,1,Match Report
329,Eint Frankfurt,2024-08-31,34,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,34,27,1,3,1,1,1,Match Report
330,Betis,2024-11-10,34,,Celta Vigo,es La Liga,D 2-2,2,2,0,56,2,0,0,0,34,26,2,4,1,0,1,Match Report
331,Monaco,2025-01-25,34,,Rennes,fr Ligue 1,W 3-2,3,2,+1,52,3,0,0,0,34,28,1,0,4,1,0,Match Report
332,Monaco,2024-09-14,34,@,Auxerre,fr Ligue 1,W 3-0,3,0,+3,59,3,0,0,0,34,24,2,5,2,1,0,Match Report
333,Fulham,2024-11-09,34,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,64,2,0,0,0,34,30,2,0,1,0,1,Match Report
334,Fulham,2024-08-24,34,,Leicester City,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,34,24,5,1,1,1,2,Match Report
335,Osasuna,2025-02-10,33,@,Mallorca,es La Liga,D 1-1,1,1,0,54,1,0,0,0,33,25,3,2,2,1,0,Match Report
336,Udinese,2025-03-01,33,,Parma,it Serie A,W 1-0,1,0,+1,43,0,1,1,0,33,21,5,1,4,2,0,Match Report
337,Bayern Munich,2025-02-23,33,,Eint Frankfurt,de Bundesliga,W 4-0,4,0,+4,63,4,0,0,0,33,24,2,3,3,0,1,Match Report
338,Augsburg,2025-02-22,33,@,Gladbach,de Bundesliga,W 3-0,3,0,+3,51,3,0,0,0,33,29,2,0,0,2,0,Match Report
339,Hellas Verona,2025-01-27,33,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,33,22,4,0,4,3,0,Match Report
340,Nice,2024-12-15,33,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,48,2,0,0,0,33,21,3,4,2,2,1,Match Report
341,Heidenheim,2025-03-01,33,,Gladbach,de Bundesliga,L 0-3,0,3,-3,45,0,0,0,0,33,20,4,2,4,3,0,Match Report
342,Manchester Utd,2024-12-07,33,,Nott'ham Forest,eng Premier League,L 2-3,2,3,-1,71,2,0,0,0,33,23,2,3,2,3,0,Match Report
343,Barcelona,2025-03-30,33,,Girona,es La Liga,W 4-1,4,1,+3,69,3,0,0,0,33,24,2,4,1,0,2,Match Report
344,Barcelona,2024-08-17,33,@,Valencia,es La Liga,W 2-1,2,1,+1,63,1,1,1,0,33,22,2,2,4,3,0,Match Report
345,Villarreal,2024-09-30,33,,Las Palmas,es La Liga,W 3-1,3,1,+2,43,3,0,1,1,33,22,2,1,5,2,1,Match Report
346,Mallorca,2024-10-20,33,,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,51,1,0,0,0,33,18,6,2,4,2,1,Match Report
347,Athletic Club,2024-11-10,33,@,Valladolid,es La Liga,D 1-1,1,1,0,66,1,0,0,0,33,27,3,0,2,1,0,Match Report
348,Southampton,2024-12-26,33,,West Ham,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,33,27,4,0,2,0,0,Match Report
349,Toulouse,2025-01-12,33,,Strasbourg,fr Ligue 1,L 1-2,1,2,-1,53,0,0,0,0,33,22,4,0,2,4,1,Match Report
350,Toulouse,2024-10-20,33,,Angers,fr Ligue 1,D 1-1,1,1,0,65,1,0,0,0,33,23,1,6,3,0,0,Match Report
351,Fiorentina,2024-10-20,33,@,Lecce,it Serie A,W 6-0,6,0,+6,61,6,0,0,0,33,28,0,2,1,1,1,Match Report
352,Bournemouth,2025-03-15,33,,Brentford,eng Premier League,L 1-2,1,2,-1,58,0,0,0,0,33,31,0,0,2,0,0,Match Report
353,Bournemouth,2025-02-25,33,@,Brighton,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,33,24,5,1,1,2,0,Match Report
354,Bournemouth,2024-09-21,33,@,Liverpool,eng Premier League,L 0-3,0,3,-3,42,0,0,0,0,33,25,2,2,2,2,0,Match Report
355,Bournemouth,2024-08-31,33,@,Everton,eng Premier League,W 3-2,3,2,+1,53,3,0,0,0,33,25,3,2,2,1,0,Match Report
356,Real Madrid,2025-02-15,33,@,Osasuna,es La Liga,D 1-1,1,1,0,55,1,0,0,0,33,20,1,7,1,3,1,Match Report
357,Real Madrid,2024-08-25,33,,Valladolid,es La Liga,W 3-0,3,0,+3,63,3,0,0,0,33,26,2,3,2,0,0,Match Report
358,Marseille,2025-02-09,33,@,Angers,fr Ligue 1,W 2-0,2,0,+2,78,2,0,0,0,33,24,4,2,3,0,0,Match Report
359,Stuttgart,2024-12-15,33,@,Heidenheim,de Bundesliga,W 3-1,3,1,+2,66,2,1,1,0,33,21,3,2,3,4,0,Match Report
360,Genoa,2025-01-27,33,,Monza,it Serie A,W 2-0,2,0,+2,50,2,0,1,1,33,18,6,2,2,5,0,Match Report
361,Genoa,2024-09-15,33,,Roma,it Serie A,D 1-1,1,1,0,48,1,0,0,0,33,24,4,0,2,3,0,Match Report
362,Lazio,2024-10-27,33,,Genoa,it Serie A,W 3-0,3,0,+3,61,3,0,0,0,33,23,4,3,3,0,0,Match Report
363,West Ham,2025-01-04,33,@,Manchester City,eng Premier League,L 1-4,1,4,-3,44,1,0,0,0,33,27,1,3,1,1,0,Match Report
364,Reims,2024-11-10,33,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,45,3,0,0,0,33,21,3,2,5,1,1,Match Report
365,Aston Villa,2024-10-26,33,,Bournemouth,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,33,22,5,1,3,1,1,Match Report
366,Aston Villa,2024-09-14,33,,Everton,eng Premier League,W 3-2,3,2,+1,72,3,0,0,0,33,24,4,1,2,1,1,Match Report
367,Alavés,2025-03-02,33,@,Mallorca,es La Liga,D 1-1,1,1,0,56,1,0,0,0,33,19,7,1,2,2,2,Match Report
368,Girona,2025-03-10,33,@,Espanyol,es La Liga,D 1-1,1,1,0,67,0,1,1,0,33,27,1,0,2,3,0,Match Report
369,Atalanta,2025-03-01,33,,Venezia,it Serie A,D 0-0,0,0,0,60,0,0,0,0,33,27,1,2,1,1,1,Match Report
370,Atalanta,2024-12-02,33,@,Roma,it Serie A,W 2-0,2,0,+2,52,2,0,0,0,33,24,4,2,1,2,0,Match Report
